torque,feed
0.220,-288.000
0.324,-288.000
0.324,-288.000
0.257,-288.000
0.257,-288.000
0.171,-288.000
0.171,-288.000
0.080,-288.000
0.080,-288.000
0.232,-288.000
0.232,-288.000
0.312,-288.000
0.312,-288.000
0.239,-288.000
0.239,-288.000
0.202,-288.000
0.202,-288.000
0.440,-288.000
0.440,-288.000
-0.018,-288.000
-0.018,-288.000
-0.018,-288.000
0.098,-288.000
0.098,-288.000
0.275,-288.000
0.275,-288.000
0.184,-288.000
0.184,-288.000
0.342,-288.000
0.342,-288.000
0.184,-288.000
0.184,-288.000
0.031,-288.000
0.031,-288.000
0.037,-288.000
0.037,-288.000
0.269,-288.000
0.269,-288.000
0.306,-288.000
0.306,-288.000
0.306,-288.000
0.208,-288.000
0.208,-288.000
0.361,-288.000
0.361,-288.000
0.196,-288.000
0.196,-288.000
0.123,-288.000
0.123,-288.000
0.275,-288.000
0.275,-288.000
0.293,-288.000
0.293,-288.000
0.239,-288.000
0.239,-288.000
0.214,-288.000
0.214,-288.000
0.062,-288.000
0.062,-288.000
0.281,-288.000
0.281,-288.000
0.275,-288.000
0.275,-288.000
0.336,-288.000
0.336,-288.000
0.367,-288.000
0.367,-288.000
0.403,-288.000
0.403,-288.000
0.025,-288.000
0.025,-288.000
0.080,-288.000
0.080,-288.000
0.080,-288.000
0.324,-288.000
0.324,-288.000
0.391,-288.000
0.391,-288.000
0.379,-288.000
0.379,-288.000
0.208,-288.000
0.208,-288.000
0.013,-288.000
0.013,-288.000
0.318,-288.000
0.318,-288.000
0.281,-288.000
0.281,-288.000
0.293,-288.000
0.293,-288.000
0.513,-288.000
0.513,-288.000
0.513,-288.000
0.208,-288.000
0.208,-288.000
0.245,-288.000
0.245,-288.000
0.104,-288.000
0.104,-288.000
0.245,-288.000
0.245,-288.000
0.257,-288.000
0.257,-288.000
0.336,-288.000
0.336,-288.000
0.269,-288.000
0.269,-288.000
0.043,-288.000
0.043,-288.000
0.263,-288.000
0.263,-288.000
0.330,-288.000
0.330,-288.000
0.208,-288.000
0.208,-288.000
0.281,-288.000
0.281,-288.000
0.397,-288.000
0.397,-288.000
0.019,-288.000
0.019,-288.000
0.147,-288.000
0.147,-288.000
0.293,-288.000
0.293,-288.000
0.293,-288.000
0.403,-288.000
0.403,-288.000
0.348,-288.000
0.348,-288.000
0.232,-288.000
0.232,-288.000
0.452,-288.000
0.452,-288.000
0.513,-288.000
0.513,-288.000
0.873,-288.000
0.873,-288.000
1.050,-288.000
1.050,-288.000
1.081,-288.000
1.081,-288.000
1.429,-288.000
1.429,-288.000
1.429,-288.000
0.861,-288.000
0.861,-288.000
1.050,-288.000
1.050,-288.000
1.740,-288.000
1.740,-288.000
1.703,-288.000
1.703,-288.000
1.673,-288.000
1.673,-288.000
1.624,-288.000
1.624,-288.000
1.423,-288.000
1.423,-288.000
1.465,-288.000
1.465,-288.000
1.868,-288.000
1.868,-288.000
1.880,-288.000
1.880,-288.000
1.825,-288.000
1.825,-288.000
1.789,-288.000
1.789,-288.000
1.240,-288.000
1.240,-288.000
1.240,-288.000
1.484,-288.000
1.484,-288.000
1.996,-288.000
1.996,-288.000
2.198,-288.000
2.198,-288.000
1.923,-288.000
1.923,-288.000
1.630,-288.000
1.630,-288.000
1.282,-288.000
1.282,-288.000
1.490,-288.000
1.490,-288.000
1.874,-288.000
1.874,-288.000
2.198,-288.000
2.198,-288.000
2.198,-288.000
2.161,-288.000
2.161,-288.000
1.563,-288.000
1.276,-288.000
1.276,-288.000
1.276,-288.000
1.459,-288.000
1.459,-288.000
2.057,-288.000
2.057,-288.000
2.460,-288.000
2.460,-288.000
1.685,-288.000
1.685,-288.000
1.404,-288.000
1.404,-288.000
1.349,-288.000
1.349,-288.000
1.545,-288.000
1.545,-288.000
3.071,-288.000
3.071,-288.000
2.295,-288.000
2.295,-288.000
2.295,-288.000
1.752,-288.000
1.807,-288.000
1.807,-288.000
1.807,-288.000
1.575,-288.000
1.575,-288.000
1.227,-288.000
1.227,-288.000
2.625,-288.000
2.625,-288.000
1.874,-288.000
1.874,-288.000
1.667,-288.000
1.667,-288.000
1.587,-288.000
1.587,-288.000
1.569,-288.000
1.569,-288.000
1.758,-288.000
1.758,-288.000
2.210,-288.000
2.210,-288.000
1.746,-288.000
1.746,-288.000
2.399,-288.000
2.399,-288.000
1.453,-288.000
1.453,-288.000
1.453,-288.000
2.106,-288.000
1.899,-288.000
1.899,-288.000
1.899,-288.000
1.569,-288.000
1.569,-288.000
1.783,-288.000
1.783,-288.000
1.935,-288.000
1.935,-288.000
1.691,-288.000
1.691,-288.000
1.740,-288.000
1.740,-288.000
1.465,-288.000
1.465,-288.000
1.569,-288.000
1.569,-288.000
1.777,-288.000
1.777,-288.000
1.667,-288.000
1.667,-288.000
1.642,-288.000
1.642,-288.000
1.551,-288.000
1.551,-288.000
1.215,-288.000
1.215,-288.000
1.758,-288.000
1.758,-288.000
1.996,-288.000
1.996,-288.000
1.996,-288.000
2.106,-288.000
2.106,-288.000
1.539,-288.000
1.539,-288.000
1.392,-288.000
1.392,-288.000
1.594,-288.000
1.594,-288.000
1.832,-288.000
1.832,-288.000
2.155,-288.000
2.155,-288.000
1.539,-288.000
1.539,-288.000
1.594,-288.000
1.594,-288.000
1.447,-288.000
1.447,-288.000
1.740,-288.000
1.740,-288.000
2.149,-288.000
2.149,-288.000
2.149,-288.000
2.009,-288.000
2.009,-288.000
1.496,-288.000
1.496,-288.000
1.563,-288.000
1.563,-288.000
1.447,-288.000
1.447,-288.000
1.923,-288.000
1.923,-288.000
1.771,-288.000
1.771,-288.000
1.642,-288.000
1.642,-288.000
1.496,-288.000
1.496,-288.000
1.801,-288.000
1.801,-288.000
1.612,-288.000
1.612,-288.000
2.210,-288.000
2.210,-288.000
1.893,-288.000
1.893,-288.000
1.630,-288.000
1.630,-288.000
1.868,-288.000
1.868,-288.000
1.618,-288.000
1.618,-288.000
1.679,-288.000
1.679,-288.000
1.893,-288.000
1.893,-288.000
1.734,-288.000
1.734,-288.000
1.990,-288.000
1.990,-288.000
1.990,-288.000
1.899,-288.000
1.899,-288.000
1.520,-288.000
1.520,-288.000
1.923,-288.000
1.923,-288.000
1.685,-288.000
1.685,-288.000
1.642,-288.000
1.642,-288.000
1.752,-288.000
1.752,-288.000
1.886,-288.000
1.886,-288.000
1.886,-288.000
1.508,-288.000
1.508,-288.000
1.606,-288.000
1.606,-288.000
1.752,-288.000
1.752,-288.000
1.685,-288.000
1.685,-288.000
1.703,-288.000
1.703,-288.000
1.923,-288.000
1.923,-288.000
1.490,-288.000
1.490,-288.000
1.685,-288.000
1.685,-288.000
1.941,-288.000
1.941,-288.000
1.636,-288.000
1.636,-288.000
1.716,-288.000
1.716,-288.000
2.112,-288.000
2.112,-288.000
1.349,-288.000
1.349,-288.000
1.612,-288.000
1.612,-288.000
1.795,-288.000
1.795,-288.000
1.795,-288.000
1.746,-288.000
1.746,-288.000
1.532,-288.000
1.532,-288.000
2.021,-288.000
2.021,-288.000
1.441,-288.000
1.441,-288.000
1.850,-288.000
1.850,-288.000
1.972,-288.000
1.972,-288.000
1.612,-288.000
1.612,-288.000
1.966,-288.000
1.966,-288.000
1.923,-288.000
1.923,-288.000
1.386,-288.000
1.386,-288.000
2.015,-288.000
2.015,-288.000
2.015,-288.000
1.600,-288.000
1.600,-288.000
1.496,-288.000
1.496,-288.000
2.088,-288.000
2.088,-288.000
1.508,-288.000
1.508,-288.000
1.587,-288.000
1.587,-288.000
2.045,-288.000
2.045,-288.000
1.630,-288.000
1.630,-288.000
2.283,-288.000
2.283,-288.000
1.532,-288.000
1.532,-288.000
1.722,-288.000
1.722,-288.000
2.027,-288.000
2.027,-288.000
1.832,-288.000
1.832,-288.000
1.685,-288.000
1.685,-288.000
2.240,-288.000
2.240,-288.000
1.374,-288.000
1.374,-288.000
1.813,-288.000
1.813,-288.000
1.923,-288.000
1.923,-288.000
1.880,-288.000
1.880,-288.000
1.905,-288.000
1.905,-288.000
1.905,-288.000
2.735,-288.000
2.735,-288.000
1.288,-288.000
1.288,-288.000
2.039,-288.000
2.039,-288.000
2.125,-288.000
2.125,-288.000
1.642,-288.000
1.642,-288.000
2.417,-288.000
2.417,-288.000
1.673,-288.000
1.673,-288.000
1.630,-288.000
1.630,-288.000
1.691,-288.000
1.691,-288.000
2.198,-288.000
2.198,-288.000
2.198,-288.000
1.825,-288.000
1.825,-288.000
1.984,-288.000
1.984,-288.000
2.033,-288.000
2.033,-288.000
1.532,-288.000
1.532,-288.000
1.972,-288.000
1.972,-288.000
1.801,-288.000
1.801,-288.000
2.057,-288.000
2.057,-288.000
1.740,-288.000
1.740,-288.000
1.856,-288.000
1.856,-288.000
1.746,-288.000
1.746,-288.000
2.015,-288.000
2.015,-288.000
1.960,-288.000
1.960,-288.000
2.094,-288.000
2.094,-288.000
1.758,-288.000
1.758,-288.000
1.838,-288.000
1.838,-288.000
1.685,-288.000
1.685,-288.000
2.082,-288.000
2.082,-288.000
1.655,-288.000
1.655,-288.000
1.929,-288.000
1.929,-288.000
1.929,-288.000
1.905,-288.000
1.905,-288.000
1.856,-288.000
1.856,-288.000
1.813,-288.000
1.813,-288.000
1.899,-288.000
1.899,-288.000
1.899,-288.000
1.899,-288.000
2.033,-288.000
2.033,-288.000
1.801,-288.000
1.801,-288.000
1.856,-288.000
1.856,-288.000
1.752,-288.000
1.752,-288.000
2.051,-288.000
2.051,-288.000
1.746,-288.000
1.746,-288.000
2.033,-288.000
2.033,-288.000
1.758,-288.000
1.758,-288.000
1.758,-288.000
1.722,-288.000
1.722,-288.000
2.112,-288.000
2.112,-288.000
1.709,-288.000
1.709,-288.000
1.752,-288.000
1.752,-288.000
1.917,-288.000
1.917,-288.000
2.057,-288.000
2.057,-288.000
1.825,-288.000
1.825,-288.000
1.978,-288.000
1.978,-288.000
1.764,-288.000
1.764,-288.000
1.587,-288.000
1.587,-288.000
1.734,-288.000
1.734,-288.000
1.716,-288.000
1.716,-288.000
1.990,-288.000
1.990,-288.000
2.222,-288.000
2.222,-288.000
1.728,-288.000
1.728,-288.000
1.838,-288.000
1.838,-288.000
1.886,-288.000
1.886,-288.000
1.581,-288.000
1.581,-288.000
1.807,-288.000
1.807,-288.000
2.009,-288.000
2.009,-288.000
1.734,-288.000
1.734,-288.000
2.100,-288.000
2.100,-288.000
2.100,-288.000
1.648,-288.000
1.648,-288.000
1.862,-288.000
2.186,-288.000
2.186,-288.000
2.186,-288.000
1.893,-288.000
1.893,-288.000
2.137,-288.000
2.137,-288.000
2.320,-288.000
2.320,-288.000
1.612,-288.000
1.612,-288.000
2.228,-288.000
2.228,-288.000
1.911,-288.000
1.911,-288.000
1.972,-288.000
1.972,-288.000
1.813,-288.000
1.813,-288.000
2.063,-288.000
2.063,-288.000
2.063,-288.000
1.911,-288.000
1.911,-288.000
1.868,-288.000
1.868,-288.000
2.320,-288.000
2.320,-288.000
1.661,-288.000
1.661,-288.000
2.070,-288.000
2.070,-288.000
2.491,-288.000
2.491,-288.000
1.575,-288.000
1.575,-288.000
2.027,-288.000
2.027,-288.000
2.289,-288.000
2.289,-288.000
1.691,-288.000
1.691,-288.000
2.234,-288.000
2.234,-288.000
2.442,-288.000
2.442,-288.000
2.442,-288.000
1.624,-288.000
2.210,-288.000
2.210,-288.000
2.027,-288.000
2.027,-288.000
2.027,-288.000
1.813,-288.000
1.813,-288.000
1.832,-288.000
1.832,-288.000
1.984,-288.000
1.984,-288.000
1.801,-288.000
1.801,-288.000
2.338,-288.000
2.338,-288.000
1.960,-288.000
1.960,-288.000
1.960,-288.000
1.960,-288.000
2.375,-288.000
2.375,-288.000
2.161,-288.000
2.161,-288.000
2.033,-288.000
2.033,-288.000
2.991,-288.000
2.991,-288.000
2.991,-288.000
2.155,-288.000
2.155,-288.000
2.643,-288.000
2.643,-288.000
2.778,-288.000
2.778,-288.000
2.112,-288.000
2.112,-288.000
2.173,-288.000
2.173,-288.000
2.063,-288.000
2.063,-288.000
1.740,-288.000
1.740,-288.000
2.826,-288.000
2.826,-288.000
1.795,-288.000
1.795,-288.000
2.302,-288.000
2.302,-288.000
2.576,-288.000
2.576,-288.000
2.051,-288.000
2.051,-288.000
1.978,-288.000
1.978,-288.000
2.601,-288.000
2.601,-288.000
2.778,-288.000
2.778,-288.000
1.929,-288.000
1.929,-288.000
1.929,-288.000
2.686,-288.000
2.686,-288.000
2.424,-288.000
2.424,-288.000
1.740,-288.000
1.740,-288.000
3.254,-288.000
3.254,-288.000
2.515,-288.000
2.515,-288.000
2.472,-288.000
2.472,-288.000
2.704,-288.000
2.704,-288.000
2.277,-288.000
2.277,-288.000
2.167,-288.000
2.167,-288.000
2.863,-288.000
2.863,-288.000
2.222,-288.000
2.222,-288.000
2.222,-288.000
2.222,-288.000
2.222,-288.000
2.692,-288.000
2.692,-288.000
2.027,-288.000
2.027,-288.000
2.332,-288.000
2.332,-288.000
2.283,-288.000
2.283,-288.000
2.155,-288.000
2.155,-288.000
2.375,-288.000
2.375,-288.000
2.430,-288.000
2.430,-288.000
2.228,-288.000
2.228,-288.000
2.479,-288.000
2.479,-288.000
2.753,-288.000
2.753,-288.000
2.570,-288.000
2.570,-288.000
2.552,-288.000
2.552,-288.000
2.863,-288.000
2.863,-288.000
2.271,-288.000
2.271,-288.000
2.845,-288.000
2.845,-288.000
2.393,-288.000
2.393,-288.000
2.393,-288.000
2.521,-288.000
2.521,-288.000
2.466,-288.000
2.466,-288.000
2.302,-288.000
2.302,-288.000
2.186,-288.000
2.186,-288.000
2.533,-288.000
2.533,-288.000
2.607,-288.000
2.607,-288.000
2.686,-288.000
2.686,-288.000
2.466,-288.000
2.466,-288.000
2.619,-288.000
2.619,-288.000
2.552,-288.000
2.552,-288.000
2.552,-288.000
2.320,-288.000
2.320,-288.000
2.314,-288.000
2.314,-288.000
2.906,-288.000
2.906,-288.000
2.314,-288.000
2.314,-288.000
2.759,-288.000
2.759,-288.000
2.338,-288.000
2.338,-288.000
2.393,-288.000
2.393,-288.000
2.985,-288.000
2.985,-288.000
1.972,-288.000
1.972,-288.000
2.454,-288.000
2.454,-288.000
2.808,-288.000
2.808,-288.000
2.601,-288.000
2.601,-288.000
2.723,-288.000
2.723,-288.000
3.266,-288.000
3.266,-288.000
2.552,-288.000
2.552,-288.000
2.271,-288.000
2.271,-288.000
3.071,-288.000
3.071,-288.000
2.247,-288.000
2.247,-288.000
2.247,-288.000
3.199,-288.000
3.199,-288.000
2.894,-288.000
2.894,-288.000
1.667,-288.000
1.667,-288.000
3.058,-288.000
3.058,-288.000
2.125,-288.000
2.125,-288.000
2.552,-288.000
2.552,-288.000
3.064,-288.000
3.064,-288.000
1.642,-288.000
1.642,-288.000
3.296,-288.000
3.296,-288.000
2.735,-288.000
2.735,-288.000
2.198,-288.000
2.198,-288.000
3.022,-288.000
3.022,-288.000
2.991,-288.000
2.991,-288.000
2.137,-288.000
2.137,-288.000
2.137,-288.000
3.632,-288.000
3.632,-288.000
2.204,-288.000
2.204,-288.000
3.394,-288.000
3.394,-288.000
3.064,-288.000
3.064,-288.000
2.466,-288.000
2.466,-288.000
2.979,-288.000
2.979,-288.000
3.602,-288.000
3.602,-288.000
2.247,-288.000
2.247,-288.000
2.405,-288.000
2.405,-288.000
3.498,-288.000
3.498,-288.000
2.356,-288.000
2.356,-288.000
3.614,-288.000
3.614,-288.000
3.748,-288.000
3.748,-288.000
2.350,-288.000
2.350,-288.000
2.350,-288.000
3.309,-288.000
3.461,-288.000
3.461,-288.000
3.461,-288.000
2.076,-288.000
2.076,-288.000
3.754,-288.000
3.754,-288.000
4.377,-288.000
4.377,-288.000
1.990,-288.000
1.990,-288.000
3.199,-288.000
3.199,-288.000
2.936,-288.000
2.936,-288.000
2.668,-288.000
2.668,-288.000
3.870,-288.000
3.870,-288.000
4.114,-288.000
4.114,-288.000
2.674,-288.000
2.674,-288.000
3.937,-288.000
3.937,-288.000
2.698,-288.000
2.698,-288.000
2.698,-288.000
2.552,-288.000
2.552,-288.000
3.388,-288.000
3.388,-288.000
4.059,-288.000
4.059,-288.000
3.931,-288.000
3.931,-288.000
3.480,-288.000
3.480,-288.000
3.925,-288.000
3.925,-288.000
2.643,-288.000
2.643,-288.000
3.815,-288.000
3.815,-288.000
3.571,-288.000
3.571,-288.000
2.381,-288.000
2.381,-288.000
2.381,-288.000
3.681,-288.000
3.681,-288.000
2.570,-288.000
2.570,-288.000
2.894,-288.000
2.894,-288.000
3.278,-288.000
3.278,-288.000
3.022,-288.000
3.022,-288.000
2.826,-288.000
2.826,-288.000
-0.109,-288.000
-0.109,-288.000
0.293,-288.000
0.293,-288.000
0.019,-288.000
0.019,-288.000
-0.048,-288.000
-0.048,-288.000
0.239,-288.000
0.239,-288.000
0.226,-288.000
0.226,-288.000
0.226,-288.000
0.538,-288.000
0.538,-288.000
0.257,-288.000
0.257,-288.000
0.190,-288.000
0.190,-288.000
0.141,-288.000
0.141,-288.000
0.196,-288.000
0.196,-288.000
0.275,-288.000
0.275,-288.000
0.123,-288.000
0.123,-288.000
0.361,-288.000
0.361,-288.000
0.043,-288.000
0.043,-288.000
0.220,-288.000
0.220,-288.000
0.220,-288.000
0.123,-288.000
0.123,-288.000
0.251,-288.000
0.251,-288.000
0.385,-288.000
0.385,-288.000
0.385,-288.000
0.385,-288.000
-0.006,-288.000
-0.006,-288.000
0.080,-288.000
0.080,-288.000
0.257,-288.000
0.257,-288.000
0.312,-288.000
0.312,-288.000
0.257,-288.000
0.257,-288.000
0.532,-288.000
0.532,-288.000
0.239,-288.000
0.239,-288.000
0.025,-288.000
0.025,-288.000
0.336,-288.000
0.336,-288.000
0.336,-288.000
0.300,-288.000
0.300,-288.000
0.513,-288.000
0.513,-288.000
0.330,-288.000
0.330,-288.000
0.147,-288.000
0.147,-288.000
0.159,-288.000
0.159,-288.000
0.190,-288.000
0.190,-288.000
0.422,-288.000
0.422,-288.000
0.202,-288.000
0.202,-288.000
0.202,-288.000
0.342,-288.000
0.342,-288.000
0.422,-288.000
0.422,-288.000
-0.030,-288.000
0.092,-288.000
0.092,-288.000
0.275,-288.000
0.275,-288.000
0.275,-288.000
0.324,-288.000
0.324,-288.000
0.293,-288.000
0.293,-288.000
0.208,-288.000
0.208,-288.000
0.080,-288.000
0.080,-288.000
0.287,-288.000
0.287,-288.000
0.275,-288.000
0.275,-288.000
0.263,-288.000
0.263,-288.000
0.214,-288.000
0.214,-288.000
0.074,-288.000
0.074,-288.000
0.281,-288.000
0.281,-288.000
0.306,-288.000
0.306,-288.000
0.318,-288.000
0.318,-288.000
0.519,-288.000
0.519,-288.000
0.220,-288.000
0.220,-288.000
0.220,-288.000
0.068,-288.000
0.068,-288.000
0.312,-288.000
0.312,-288.000
0.330,-288.000
0.330,-288.000
0.501,-288.000
0.501,-288.000
0.306,-288.000
0.306,-288.000
0.178,-288.000
0.178,-288.000
0.116,-288.000
0.116,-288.000
0.251,-288.000
0.251,-288.000
0.391,-288.000
0.391,-288.000
0.178,-288.000
0.178,-288.000
0.355,-288.000
0.355,-288.000
0.055,-288.000
0.055,-288.000
0.239,-288.000
0.239,-288.000
0.403,-288.000
0.403,-288.000
0.403,-288.000
0.226,-288.000
0.226,-288.000
0.361,-288.000
0.361,-288.000
0.391,-288.000
0.007,-288.000
0.007,-288.000
0.007,-288.000
0.055,-288.000
0.055,-288.000
0.214,-288.000
0.214,-288.000
0.391,-288.000
0.391,-288.000
0.391,-288.000
0.391,-288.000
0.013,-288.000
0.013,-288.000
0.080,-288.000
0.080,-288.000
0.220,0.000
0.220,0.000
0.379,0.000
0.379,0.000
0.190,0.000
0.190,0.000
0.263,0.000
0.263,0.000
0.214,0.000
0.214,0.000
0.037,0.000
0.037,0.000
0.324,0.000
0.324,0.000
0.269,0.000
0.269,0.000
0.269,0.000
0.525,0.000
0.525,0.000
0.226,0.000
0.226,0.000
0.135,0.000
0.135,0.000
0.153,0.000
0.153,0.000
0.196,0.000
0.196,0.000
0.257,0.000
0.257,0.000
0.269,0.000
0.269,0.000
0.129,0.000
0.129,0.000
0.068,0.000
0.068,0.000
0.165,0.000
0.165,0.000
0.452,0.000
0.452,0.000
0.178,0.000
0.178,0.000
0.178,0.000
0.348,0.000
0.348,0.000
0.422,0.000
0.422,0.000
-0.042,0.000
-0.042,0.000
0.086,0.000
0.086,0.000
0.178,0.000
0.178,0.000
0.269,0.000
0.269,0.000
0.226,0.000
0.226,0.000
0.220,0.000
0.220,0.000
0.104,0.000
0.104,0.000
0.025,0.000
0.025,0.000
0.306,0.000
0.306,0.000
0.300,0.000
0.300,0.000
0.300,0.000
0.452,0.000
0.452,0.000
0.293,0.000
0.293,0.000
0.086,0.000
0.086,0.000
0.135,0.000
0.135,0.000
0.226,0.000
0.226,0.000
0.428,0.000
0.428,0.000
0.196,0.000
0.196,0.000
0.300,0.000
0.300,0.000
0.049,0.000
0.049,0.000
0.171,0.000
0.171,0.000
0.171,0.000
0.037,0.000
0.037,0.000
0.245,0.000
0.245,0.000
0.306,0.000
0.306,0.000
0.428,0.000
0.428,0.000
-0.042,0.000
-0.042,0.000
0.031,0.000
0.031,0.000
0.312,0.000
0.312,0.000
0.257,0.000
0.257,0.000
0.239,0.000
0.239,0.000
0.452,0.000
0.452,0.000
0.263,0.000
0.263,0.000
0.074,0.000
0.074,0.000
0.074,0.000
0.251,0.000
0.251,0.000
0.361,0.000
0.361,0.000
0.232,0.000
0.232,0.000
0.324,0.000
0.324,0.000
0.153,0.000
0.153,0.000
0.147,0.000
0.147,0.000
0.239,0.000
0.239,0.000
0.379,0.000
0.379,0.000
0.190,0.000
0.190,0.000
0.324,0.000
0.324,0.000
0.074,0.000
0.074,0.000
0.220,0.000
0.220,0.000
0.379,0.000
0.379,0.000
0.379,0.000
0.275,0.000
0.275,0.000
0.342,0.000
0.342,0.000
0.434,0.000
0.434,0.000
0.019,0.000
0.019,0.000
0.098,0.000
0.098,0.000
0.232,0.000
0.232,0.000
0.287,0.000
0.287,0.000
0.178,0.000
0.178,0.000
0.477,0.000
0.477,0.000
0.257,0.000
0.257,0.000
0.086,0.000
0.086,0.000
0.086,0.000
0.159,0.000
0.159,0.000
0.208,0.000
0.208,0.000
0.263,0.000
0.263,0.000
0.293,0.000
0.293,0.000
0.306,0.000
0.306,0.000
0.068,0.000
0.068,0.000
0.196,0.000
0.196,0.000
0.409,0.000
0.409,0.000
0.190,0.000
0.190,0.000
0.318,0.000
0.318,0.000
0.318,0.000
0.464,0.000
0.464,0.000
-0.012,0.000
-0.012,0.000
0.123,0.000
0.123,0.000
0.251,0.000
0.251,0.000
0.263,0.000
0.263,0.000
-5.889,0.000
-5.889,0.000
-18.890,0.000
-18.890,0.000
-32.141,0.000
